name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
Philippe Coutinho,LIVERPOOL,WBAvLIVERPOOL,4,88%,1,4,0,4,50%,0%,1,0,0,0,0,3,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,1,0,1,1,10,4,0,-3,0,2,2,3,-2,-4,-5,0,-1,9,9,9,0v1
Lucas Leiva,LIVERPOOL,WBAvLIVERPOOL,1,85%,1,0,0,0,20%,50%,1,3,2,1,0,3,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,1,0,-3,4,2,6,4,16,14,18,35,18,21,17,20,20,11,11,9,24,0v1
Emre Can,LIVERPOOL,WBAvLIVERPOOL,1,81%,0,1,0,0,38%,67%,3,5,4,0,1,2,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,1,0,5,7,-3,-8,-9,-4,-6,-4,1,-1,3,5,6,6,13,11,10,0,0v1
Roberto Firmino,LIVERPOOL,WBAvLIVERPOOL,3,77%,5,1,1,6,100%,50%,1,1,0,0,1,1,0,1,0,16.04.2017,The Hawthorns,English Premier League,1,1,0,1,1,-1,-3,1,10,17,18,48,21,25,56,62,63,64,62,62,87,0v1
Divock Origi,LIVERPOOL,WBAvLIVERPOOL,2,83%,2,2,0,3,67%,20%,0,0,2,0,0,1,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,1,0,1,1,-1,0,0,4,12,11,14,12,11,14,15,12,17,7,11,13,0v1
Loris Karius,LIVERPOOL,WBAvLIVERPOOL,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v1
Joseph Gomez,LIVERPOOL,WBAvLIVERPOOL,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v1
Alberto Moreno,LIVERPOOL,WBAvLIVERPOOL,1,100%,0,0,0,0,50%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0v1
Trent Alexander-Arnold,LIVERPOOL,WBAvLIVERPOOL,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v1
Marko Grujic,LIVERPOOL,WBAvLIVERPOOL,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v1
Ben Woodburn,LIVERPOOL,WBAvLIVERPOOL,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v1
Daniel Sturridge,LIVERPOOL,WBAvLIVERPOOL,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,16.04.2017,The Hawthorns,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0v1
Fraser Forster,S'HAMPTON,S'HAMPTONvMANCITY,0,22%,0,0,0,0,0%,0%,0,2,0,0,0,0,2,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,-1,-1,0,0,-2,-3,-1,-2,4,-22,-23,-22,-25,-25,-59,-59,-57,0v3
Cdric Soares,S'HAMPTON,S'HAMPTONvMANCITY,1,67%,0,1,0,0,29%,0%,0,3,1,1,6,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,-1,0,-1,-2,-5,-8,-17,-35,-33,-41,-41,-39,-41,-40,-54,-53,-53,0v3
Maya Yoshida,S'HAMPTON,S'HAMPTONvMANCITY,2,84%,0,0,0,0,0%,50%,2,3,0,0,0,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,0,0,1,2,2,3,4,11,3,-6,-7,-5,-3,12,-1,1,9,0v3
Ryan Bertrand,S'HAMPTON,S'HAMPTONvMANCITY,0,78%,0,5,0,3,33%,100%,3,3,1,0,9,4,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,2,0,2,3,3,3,2,0,0,-2,-2,-3,-2,3,-6,-6,-3,0v3
Jack Stephens,S'HAMPTON,S'HAMPTONvMANCITY,0,88%,0,0,0,0,50%,50%,1,4,2,0,0,6,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,2,4,4,10,13,15,16,16,17,18,5,4,9,10,12,3,4,7,0v3
Steven Davis,S'HAMPTON,S'HAMPTONvMANCITY,1,89%,0,0,0,0,50%,0%,2,1,0,1,0,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,4,8,9,10,9,11,15,1,2,0,8,9,11,11,10,4,6,8,0v3
Dusan Tadic,S'HAMPTON,S'HAMPTONvMANCITY,1,77%,3,7,0,1,0%,50%,1,0,1,0,0,3,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,5,7,0,0,-1,0,0,1,1,-3,-3,-9,-10,-10,2,-1,2,-2,0v3
James Ward-Prowse,S'HAMPTON,S'HAMPTONvMANCITY,1,73%,1,3,0,0,0%,50%,0,1,1,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,-1,-1,-13,-13,-13,-8,-7,-3,-6,-7,-7,-7,-7,-7,-7,-7,-7,0v3
Nathan Redmond,S'HAMPTON,S'HAMPTONvMANCITY,0,80%,0,0,0,4,50%,33%,3,1,1,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,4,1,7,11,9,7,6,7,7,12,11,12,15,13,13,11,11,13,0v3
Pierre-Emile Hjbjerg,S'HAMPTON,S'HAMPTONvMANCITY,1,91%,0,0,0,1,40%,67%,5,2,2,1,0,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,11,14,13,16,20,8,19,19,18,15,16,21,23,26,26,27,37,0v3
Manolo Gabbiadini,S'HAMPTON,S'HAMPTONvMANCITY,0,83%,1,0,0,0,100%,0%,1,1,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,4,8,12,12,11,11,12,17,17,17,17,17,17,17,17,17,17,17,0v3
Mouez Hassen,S'HAMPTON,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Mart_n Cceres,S'HAMPTON,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Cuco Martina,S'HAMPTON,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Jordy Clasie,S'HAMPTON,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Sofiane Boufal,S'HAMPTON,S'HAMPTONvMANCITY,1,62%,0,2,0,4,0%,100%,0,0,0,0,2,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-11,-11,-4,2,-6,0v3
Shane Long,S'HAMPTON,S'HAMPTONvMANCITY,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0v3
Jay Rodriguez,S'HAMPTON,S'HAMPTONvMANCITY,0,50%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0v3
Claudio Bravo,MANCITY,S'HAMPTONvMANCITY,0,68%,0,0,0,0,0%,100%,0,1,0,0,0,0,3,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,1,2,5,5,6,8,12,19,20,19,21,24,25,25,27,28,30,31,0v3
Vincent Kompany,MANCITY,S'HAMPTONvMANCITY,2,90%,0,0,1,0,0%,50%,1,3,3,0,0,1,0,1,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,2,1,11,14,15,15,20,19,18,20,58,59,70,71,70,71,72,71,0v3
Ga_l Clichy,MANCITY,S'HAMPTONvMANCITY,0,90%,1,1,0,0,100%,0%,2,3,0,0,3,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,8,10,13,21,22,24,34,35,38,38,40,42,40,40,42,50,49,51,0v3
Nicols Otamendi,MANCITY,S'HAMPTONvMANCITY,0,90%,0,0,0,1,0%,67%,4,5,0,0,0,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,1,2,4,11,13,16,20,21,23,30,32,34,35,36,48,53,54,55,0v3
Jes_s Navas,MANCITY,S'HAMPTONvMANCITY,1,82%,0,4,0,1,25%,0%,4,2,0,0,11,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,3,3,8,6,5,7,9,9,11,5,16,20,21,23,24,31,31,36,0v3
Kevin De Bruyne,MANCITY,S'HAMPTONvMANCITY,2,79%,4,11,0,0,63%,0%,0,0,1,0,0,3,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,0,7,8,6,9,20,24,23,22,22,15,15,9,10,7,33,31,31,0v3
Leroy San,MANCITY,S'HAMPTONvMANCITY,1,91%,1,0,0,9,100%,50%,0,0,1,0,0,2,0,1,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,-2,-4,0,6,5,2,0,-1,-2,-2,-1,-2,0,-1,-1,34,34,34,0v3
David Silva,MANCITY,S'HAMPTONvMANCITY,3,92%,3,5,0,0,0%,0%,0,0,1,0,0,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,2,-1,0,1,1,5,8,8,5,12,26,27,36,37,37,55,55,54,0v3
Fernandinho,MANCITY,S'HAMPTONvMANCITY,1,91%,0,0,0,1,33%,100%,1,2,0,0,0,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,1,1,-3,0,4,3,7,4,10,-2,4,5,9,8,9,8,10,15,0v3
Yaya Tour,MANCITY,S'HAMPTONvMANCITY,2,92%,1,0,0,1,0%,0%,2,0,1,0,0,2,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,8,9,8,10,14,15,16,22,28,35,36,37,38,39,37,39,37,41,0v3
Sergio Ag_ero,MANCITY,S'HAMPTONvMANCITY,6,67%,0,0,0,2,50%,0%,0,0,1,0,0,0,0,1,0,15.04.2017,St. Mary's Stadium,English Premier League,1,1,0,-12,-15,-13,-12,-11,-11,-15,-21,-23,-8,0,-1,-1,-1,-6,22,21,18,0v3
Willy Caballero,MANCITY,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Pablo Zabaleta,MANCITY,S'HAMPTONvMANCITY,0,100%,0,0,0,0,0%,0%,1,0,0,0,0,1,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0v3
Aleksandar Kolarov,MANCITY,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Fernando,MANCITY,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Aleix Garc_a,MANCITY,S'HAMPTONvMANCITY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Raheem Sterling,MANCITY,S'HAMPTONvMANCITY,0,67%,0,0,0,0,0%,0%,1,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0v3
Kelechi Iheanacho,MANCITY,S'HAMPTONvMANCITY,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,St. Mary's Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v3
Wayne Hennessey,C.PALACE,C.PALACEvLEICESTER,0,40%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,0,-18,-17,-17,-17,-16,-15,-15,-15,-14,-32,-32,-32,-32,-33,-32,-31,-27,2v2
Joel Ward,C.PALACE,C.PALACEvLEICESTER,0,78%,2,4,0,0,100%,25%,3,6,1,0,12,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,1,-6,0,8,7,7,9,17,11,9,3,5,10,14,17,17,17,21,2v2
Mamadou Sakho,C.PALACE,C.PALACEvLEICESTER,0,84%,0,1,0,1,0%,57%,1,5,0,0,3,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,4,4,6,7,7,11,11,9,9,10,3,3,3,4,5,5,7,6,2v2
Martin Kelly,C.PALACE,C.PALACEvLEICESTER,0,83%,0,0,0,0,0%,33%,1,6,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,0,-10,-10,-9,-4,-2,2,3,3,1,-6,-3,-3,-3,-2,-3,-5,-5,2v2
Yohan Cabaye,C.PALACE,C.PALACEvLEICESTER,1,74%,2,7,0,3,0%,0%,0,1,0,0,0,0,0,1,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,2,1,0,-7,-7,-11,-14,-14,-15,-16,17,24,15,16,14,9,4,1,2v2
Andros Townsend,C.PALACE,C.PALACEvLEICESTER,2,70%,3,15,0,6,25%,0%,1,1,1,0,2,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-4,-7,-7,-9,-9,-15,-15,-11,-5,-5,-8,-13,-16,2,6,17,17,18,2v2
Wilfried Zaha,C.PALACE,C.PALACEvLEICESTER,3,82%,0,3,0,6,50%,0%,0,0,2,0,1,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-2,-5,0,-4,-3,-2,0,-14,-14,-19,-19,-13,-15,-18,-18,-18,-9,-9,2v2
Luka Milivojevic,C.PALACE,C.PALACEvLEICESTER,2,73%,0,1,0,1,29%,86%,4,2,3,0,0,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,4,2,6,9,14,14,19,19,17,15,20,21,21,25,26,32,24,26,2v2
Jeffrey Schlupp,C.PALACE,C.PALACEvLEICESTER,1,77%,0,1,0,1,50%,0%,6,0,0,0,13,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,5,0,0,-3,2,6,6,12,12,14,9,10,11,14,14,14,14,14,2v2
Jason Puncheon,C.PALACE,C.PALACEvLEICESTER,1,82%,0,1,0,1,40%,50%,1,0,3,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,6,6,1,3,11,9,7,7,-3,-5,-5,-3,-3,-2,0,10,3,1,2v2
Christian Benteke,C.PALACE,C.PALACEvLEICESTER,5,43%,1,0,0,2,0%,85%,1,5,0,0,0,0,0,1,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-1,0,2,8,8,5,3,4,5,2,9,11,12,44,52,49,49,57,2v2
Julian Speroni,C.PALACE,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Patrick van Aanholt,C.PALACE,C.PALACEvLEICESTER,0,50%,0,0,0,0,0%,100%,2,1,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,-6,2v2
Damien Delaney,C.PALACE,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Mathieu Flamini,C.PALACE,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
James McArthur,C.PALACE,C.PALACEvLEICESTER,0,25%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2v2
Bakary Sako,C.PALACE,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Fraizer Campbell,C.PALACE,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Kasper Schmeichel,LEICESTER,C.PALACEvLEICESTER,0,60%,0,0,0,0,0%,100%,0,0,0,0,0,0,2,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,1,1,2,4,4,5,2,3,10,11,-6,-9,-9,-26,-24,-26,-27,-26,2v2
Robert Huth,LEICESTER,C.PALACEvLEICESTER,1,55%,0,0,1,0,100%,60%,1,10,1,0,0,3,0,1,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,1,41,41,40,43,42,42,43,45,43,39,42,42,38,39,40,39,42,2v2
Danny Simpson,LEICESTER,C.PALACEvLEICESTER,0,61%,0,0,0,0,80%,0%,2,3,1,1,7,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-3,-5,-2,-3,2,5,-1,-1,-3,-9,-14,-23,-21,-22,-22,-23,-25,-29,2v2
Christian Fuchs,LEICESTER,C.PALACEvLEICESTER,0,59%,1,0,0,0,100%,67%,1,5,0,0,4,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,1,23,24,23,23,27,27,29,24,28,20,20,20,12,12,11,12,9,2v2
Yohan Benalouane,LEICESTER,C.PALACEvLEICESTER,0,80%,0,0,0,0,33%,0%,0,4,2,0,0,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-2,-2,-1,-3,-2,3,3,3,4,4,-3,-5,-5,-14,-13,-13,-13,-13,2v2
Andy King,LEICESTER,C.PALACEvLEICESTER,0,64%,0,0,0,0,0%,50%,0,3,2,1,0,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-1,-4,-4,-5,-7,-11,-7,-7,-8,-8,-11,-11,-22,-22,-22,-22,-22,-22,2v2
Marc Albrighton,LEICESTER,C.PALACEvLEICESTER,0,57%,1,10,0,3,46%,0%,3,5,1,0,0,4,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,0,3,0,-2,-5,0,-1,1,-3,0,-11,-13,-16,-18,-10,-18,-18,-17,2v2
Wilfred Ndidi,LEICESTER,C.PALACEvLEICESTER,0,79%,0,0,0,1,33%,40%,2,2,1,0,0,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,1,1,-3,-1,-1,1,1,-1,-3,-1,-19,-15,-10,-10,-9,-12,-10,-10,2v2
Riyad Mahrez,LEICESTER,C.PALACEvLEICESTER,1,77%,0,7,0,4,60%,0%,0,0,1,0,0,2,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-3,-2,-1,-6,-6,-7,-7,0,3,2,18,21,22,30,22,22,22,22,2v2
Jamie Vardy,LEICESTER,C.PALACEvLEICESTER,1,61%,0,1,0,3,100%,40%,1,0,0,0,0,1,0,1,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-1,3,1,2,2,3,2,2,0,5,43,47,44,44,44,43,45,50,2v2
Leonardo Ulloa,LEICESTER,C.PALACEvLEICESTER,2,67%,0,0,0,2,33%,39%,0,4,5,0,0,3,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,1,0,-3,-2,-4,-2,-5,-6,-13,-14,-14,-3,-3,-4,-3,-5,-13,-22,-22,-22,2v2
Ron-Robert Zieler,LEICESTER,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Ben Chilwell,LEICESTER,C.PALACEvLEICESTER,0,100%,0,0,0,1,0%,0%,0,0,0,0,1,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,2v2
Daniel Drinkwater,LEICESTER,C.PALACEvLEICESTER,1,72%,0,0,0,2,100%,0%,0,0,0,0,0,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,11,7,2v2
Daniel Amartey,LEICESTER,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Demarai Gray,LEICESTER,C.PALACEvLEICESTER,0,83%,0,2,0,3,0%,0%,0,0,1,0,0,1,0,0,0,15.04.2017,Selhurst Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-6,2v2
Ahmed Musa,LEICESTER,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Shinji Okazaki,LEICESTER,C.PALACEvLEICESTER,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Selhurst Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v2
Joel Robles,EVERTON,EVERTONvBURNLEY,0,48%,0,0,0,0,0%,100%,0,1,1,0,0,0,4,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,6,6,7,8,9,9,23,23,23,23,-27,-23,-23,-20,-20,-16,-11,9,3v1
Leighton Baines,EVERTON,EVERTONvBURNLEY,0,88%,6,7,0,0,0%,0%,0,4,1,0,6,0,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,0,-1,-3,-3,-2,-1,-8,0,2,10,4,4,11,12,29,26,31,31,3v1
Ashley Williams,EVERTON,EVERTONvBURNLEY,1,81%,0,0,0,0,100%,50%,1,11,0,0,0,1,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,0,1,3,7,7,7,6,7,12,34,27,27,35,36,36,39,40,39,3v1
Phil Jagielka,EVERTON,EVERTONvBURNLEY,1,79%,0,0,1,0,67%,43%,4,14,3,0,0,1,0,1,0,15.04.2017,Goodison Park,English Premier League,1,1,0,-4,3,8,5,8,10,-2,0,1,42,40,42,43,43,43,48,58,60,3v1
Mason Holgate,EVERTON,EVERTONvBURNLEY,1,73%,1,9,0,0,33%,50%,0,11,2,0,7,2,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,3,7,-1,1,3,6,7,14,18,16,8,11,4,3,3,-9,-9,-5,3v1
Morgan Schneiderlin,EVERTON,EVERTONvBURNLEY,0,93%,0,0,0,1,40%,50%,2,0,3,0,0,1,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,1,3,2,3,3,2,2,8,8,11,5,6,12,17,17,9,11,5,3v1
Ross Barkley,EVERTON,EVERTONvBURNLEY,7,89%,4,1,0,4,100%,0%,0,5,1,1,0,4,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,-7,-9,-11,-6,-4,11,12,25,25,35,35,50,47,63,56,55,51,57,3v1
Kevin Mirallas,EVERTON,EVERTONvBURNLEY,8,90%,3,4,0,3,75%,100%,0,0,0,0,1,1,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,0,-3,13,13,18,14,11,25,30,32,32,37,40,55,59,59,59,59,3v1
Idrissa Gueye,EVERTON,EVERTONvBURNLEY,3,89%,0,0,0,0,0%,100%,1,1,1,1,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,5,4,13,16,12,-1,-2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3v1
Tom Davies,EVERTON,EVERTONvBURNLEY,0,90%,2,1,0,1,100%,20%,0,1,0,0,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,1,1,0,0,0,5,5,3,4,4,2,-4,-3,-1,9,16,17,17,17,18,18,3v1
Romelu Lukaku,EVERTON,EVERTONvBURNLEY,6,83%,3,2,0,1,0%,38%,0,1,0,0,0,0,0,1,0,15.04.2017,Goodison Park,English Premier League,1,1,0,9,10,12,10,11,8,9,12,11,18,20,17,26,26,67,70,65,63,3v1
Maarten Stekelenburg,EVERTON,EVERTONvBURNLEY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Matthew Pennington,EVERTON,EVERTONvBURNLEY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Jonjoe Kenny,EVERTON,EVERTONvBURNLEY,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Gareth Barry,EVERTON,EVERTONvBURNLEY,0,100%,0,0,0,0,0%,0%,0,1,1,0,0,0,0,0,0,15.04.2017,Goodison Park,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,3v1
